Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Datetime
23/3/2008,3:19:00,0.246,0.0,249.31,1.0,0.0,0.0,0.0,2008-03-23 03:19:00
11/4/2008,4:43:00,0.326,0.082,240.84,1.4,0.0,0.0,1.0,2008-04-11 04:43:00
16/3/2007,4:20:00,0.788,0.09,241.11,3.2,0.0,0.0,0.0,2007-03-16 04:20:00
22/4/2007,16:19:00,1.584,0.104,241.18,6.6,0.0,1.0,18.0,2007-04-22 16:19:00
17/2/2008,17:05:00,0.366,0.056,243.47,1.6,0.0,0.0,0.0,2008-02-17 17:05:00
14/2/2008,19:09:00,1.622,0.076,236.37,6.8,0.0,0.0,0.0,2008-02-14 19:09:00
16/3/2007,1:59:00,0.68,0.048,238.41,2.8,0.0,0.0,0.0,2007-03-16 01:59:00
6/3/2008,12:47:00,1.348,0.064,241.96,5.4,0.0,0.0,0.0,2008-03-06 12:47:00
10/8/2007,7:59:00,0.102,0.0,235.52,0.4,0.0,0.0,0.0,2007-08-10 07:59:00
25/2/2008,15:11:00,0.214,0.0,241.49,0.8,0.0,0.0,0.0,2008-02-25 15:11:00
18/3/2008,4:09:00,0.292,0.092,243.2,1.2,0.0,1.0,0.0,2008-03-18 04:09:00
29/7/2008,9:53:00,0.542,0.172,238.62,2.6,1.0,1.0,1.0,2008-07-29 09:53:00
5/5/2007,1:11:00,0.282,0.2,235.91,1.4,0.0,0.0,0.0,2007-05-05 01:11:00
19/6/2007,14:02:00,0.098,0.0,236.35,0.4,0.0,0.0,0.0,2007-06-19 14:02:00
24/7/2007,4:24:00,0.114,0.0,235.97,0.6,0.0,0.0,0.0,2007-07-24 04:24:00
7/5/2008,19:07:00,1.42,0.0,240.7,5.8,0.0,0.0,19.0,2008-05-07 19:07:00
31/1/2008,0:08:00,1.516,0.0,240.08,6.4,0.0,0.0,17.0,2008-01-31 00:08:00
7/11/2007,17:11:00,3.742,0.182,239.47,15.6,40.0,0.0,0.0,2007-11-07 17:11:00
28/9/2008,8:42:00,0.276,0.0,243.39,1.2,0.0,0.0,1.0,2008-09-28 08:42:00
9/4/2007,9:10:00,0.394,0.25,242.49,1.8,0.0,1.0,0.0,2007-04-09 09:10:00
16/6/2007,5:57:00,0.272,0.252,240.89,1.4,0.0,1.0,0.0,2007-06-16 05:57:00
24/8/2008,11:52:00,0.08,0.0,240.8,0.2,0.0,0.0,1.0,2008-08-24 11:52:00
4/5/2007,13:26:00,0.28,0.104,234.54,1.4,0.0,0.0,0.0,2007-05-04 13:26:00
12/2/2008,6:51:00,1.808,0.0,244.86,7.4,0.0,0.0,0.0,2008-02-12 06:51:00
25/4/2007,11:14:00,1.308,0.0,233.78,5.6,0.0,0.0,16.0,2007-04-25 11:14:00
28/6/2008,12:56:00,1.53,0.092,238.08,6.4,0.0,1.0,18.0,2008-06-28 12:56:00
30/4/2007,15:05:00,0.314,0.196,235.16,1.6,0.0,2.0,0.0,2007-04-30 15:05:00
9/5/2007,13:45:00,2.128,0.126,233.97,9.2,0.0,32.0,0.0,2007-05-09 13:45:00
26/8/2007,4:47:00,0.188,0.11,242.01,0.8,0.0,0.0,0.0,2007-08-26 04:47:00
22/9/2008,16:39:00,0.264,0.15,243.04,1.2,0.0,0.0,0.0,2008-09-22 16:39:00
2/9/2008,11:30:00,1.342,0.0,237.58,5.6,0.0,0.0,18.0,2008-09-02 11:30:00
11/5/2007,10:01:00,1.304,0.046,233.17,5.6,0.0,0.0,17.0,2007-05-11 10:01:00
13/7/2007,6:15:00,0.238,0.112,241.3,1.0,0.0,1.0,0.0,2007-07-13 06:15:00
17/11/2008,23:36:00,0.342,0.054,244.33,1.4,0.0,0.0,0.0,2008-11-17 23:36:00
11/2/2008,7:22:00,3.38,0.114,237.8,14.2,0.0,0.0,18.0,2008-02-11 07:22:00
17/5/2008,8:33:00,1.742,0.092,235.64,7.4,0.0,0.0,18.0,2008-05-17 08:33:00
10/11/2008,22:33:00,1.55,0.0,241.72,6.4,0.0,0.0,0.0,2008-11-10 22:33:00
21/6/2008,20:39:00,1.378,0.226,239.85,5.8,0.0,1.0,19.0,2008-06-21 20:39:00
24/5/2007,16:44:00,0.248,0.0,235.75,1.0,0.0,0.0,0.0,2007-05-24 16:44:00
10/9/2007,3:34:00,0.182,0.088,239.05,0.8,0.0,1.0,0.0,2007-09-10 03:34:00
22/1/2007,18:46:00,1.11,0.0,235.16,4.8,0.0,0.0,0.0,2007-01-22 18:46:00
5/9/2008,6:33:00,1.436,0.088,236.83,6.0,0.0,0.0,18.0,2008-09-05 06:33:00
4/7/2008,23:49:00,1.408,0.0,241.44,5.8,0.0,0.0,19.0,2008-07-04 23:49:00
14/8/2008,18:31:00,0.184,0.152,241.24,1.0,0.0,0.0,0.0,2008-08-14 18:31:00
1/9/2008,12:19:00,1.518,0.178,238.36,6.4,0.0,2.0,18.0,2008-09-01 12:19:00
12/10/2008,2:15:00,0.332,0.086,242.64,1.4,0.0,1.0,1.0,2008-10-12 02:15:00
4/6/2007,1:34:00,0.444,0.298,234.97,2.2,0.0,1.0,0.0,2007-06-04 01:34:00
25/9/2008,21:05:00,1.02,0.0,241.23,4.2,0.0,0.0,1.0,2008-09-25 21:05:00
3/1/2008,4:19:00,0.372,0.08,248.62,1.8,0.0,1.0,0.0,2008-01-03 04:19:00
24/7/2008,16:13:00,0.358,0.11,238.69,1.6,0.0,0.0,0.0,2008-07-24 16:13:00
30/12/2007,4:41:00,0.306,0.088,246.76,1.2,0.0,0.0,0.0,2007-12-30 04:41:00
15/3/2007,9:11:00,1.346,0.094,236.73,5.6,0.0,0.0,17.0,2007-03-15 09:11:00
1/10/2007,1:33:00,0.196,0.052,241.3,0.8,0.0,0.0,0.0,2007-10-01 01:33:00
19/5/2008,21:00:00,1.586,0.112,241.76,6.6,0.0,0.0,18.0,2008-05-19 21:00:00
25/5/2007,14:27:00,0.214,0.0,233.1,1.0,0.0,0.0,0.0,2007-05-25 14:27:00
3/3/2008,11:47:00,0.672,0.224,240.89,2.8,0.0,1.0,0.0,2008-03-03 11:47:00
30/4/2008,7:03:00,0.254,0.0,241.93,1.0,0.0,0.0,1.0,2008-04-30 07:03:00
7/6/2008,5:40:00,1.196,0.264,242.03,5.0,0.0,2.0,11.0,2008-06-07 05:40:00
6/2/2008,12:56:00,0.596,0.36,231.37,3.0,0.0,2.0,0.0,2008-02-06 12:56:00
17/8/2007,2:08:00,1.16,0.0,239.16,4.8,0.0,0.0,17.0,2007-08-17 02:08:00
19/9/2007,7:08:00,1.724,0.206,238.56,7.2,0.0,2.0,18.0,2007-09-19 07:08:00
30/6/2008,3:00:00,0.304,0.244,238.43,1.6,0.0,1.0,1.0,2008-06-30 03:00:00
3/10/2007,8:13:00,3.5,0.0,234.93,14.8,36.0,1.0,16.0,2007-10-03 08:13:00
23/2/2008,17:15:00,3.686,0.076,234.1,16.6,0.0,1.0,17.0,2008-02-23 17:15:00
31/8/2008,21:55:00,3.794,0.284,234.06,16.4,0.0,29.0,18.0,2008-08-31 21:55:00
24/2/2008,14:33:00,0.292,0.104,243.47,1.2,0.0,1.0,0.0,2008-02-24 14:33:00
27/2/2008,13:45:00,0.212,0.0,239.89,0.8,0.0,0.0,0.0,2008-02-27 13:45:00
13/1/2008,5:18:00,1.294,0.0,243.29,5.2,0.0,0.0,0.0,2008-01-13 05:18:00
10/3/2008,22:24:00,3.428,0.06,241.57,14.2,39.0,0.0,0.0,2008-03-10 22:24:00
3/5/2007,19:28:00,0.178,0.076,237.68,0.8,0.0,0.0,0.0,2007-05-03 19:28:00
24/9/2007,10:41:00,0.266,0.21,237.41,1.4,0.0,1.0,0.0,2007-09-24 10:41:00
12/9/2008,8:11:00,1.408,0.2,236.03,6.0,1.0,0.0,18.0,2008-09-12 08:11:00
9/8/2008,1:09:00,0.152,0.118,239.01,0.8,0.0,0.0,1.0,2008-08-09 01:09:00
8/12/2008,13:27:00,1.318,0.066,244.49,5.4,0.0,0.0,18.0,2008-12-08 13:27:00
25/2/2007,14:44:00,1.272,0.0,239.35,5.2,0.0,0.0,17.0,2007-02-25 14:44:00
26/7/2007,10:41:00,0.124,0.0,233.67,0.6,0.0,0.0,0.0,2007-07-26 10:41:00
18/5/2007,4:40:00,0.298,0.074,237.66,1.2,0.0,2.0,0.0,2007-05-18 04:40:00
31/12/2006,14:33:00,2.544,0.16,242.07,10.4,0.0,0.0,0.0,2006-12-31 14:33:00
28/7/2008,4:02:00,0.33,0.218,240.69,1.6,0.0,0.0,1.0,2008-07-28 04:02:00
3/12/2008,21:28:00,1.428,0.096,242.21,5.8,0.0,1.0,0.0,2008-12-03 21:28:00
5/11/2007,21:31:00,1.26,0.174,236.76,5.4,0.0,0.0,0.0,2007-11-05 21:31:00
21/10/2007,21:23:00,1.92,0.102,238.38,8.0,1.0,0.0,0.0,2007-10-21 21:23:00
10/9/2007,1:32:00,0.108,0.0,239.94,0.4,0.0,0.0,0.0,2007-09-10 01:32:00
31/1/2008,16:44:00,0.394,0.0,242.74,1.8,0.0,0.0,0.0,2008-01-31 16:44:00
17/11/2007,14:44:00,2.07,0.364,242.26,8.6,1.0,1.0,18.0,2007-11-17 14:44:00
26/9/2007,12:33:00,2.248,0.244,239.94,9.8,0.0,31.0,0.0,2007-09-26 12:33:00
5/11/2008,17:58:00,2.138,0.25,238.65,9.0,0.0,0.0,0.0,2008-11-05 17:58:00
19/11/2008,7:45:00,3.022,0.178,240.19,12.8,0.0,0.0,17.0,2008-11-19 07:45:00
28/8/2008,10:17:00,0.194,0.15,240.75,1.0,0.0,0.0,1.0,2008-08-28 10:17:00
27/8/2007,8:34:00,1.31,0.116,239.01,5.4,1.0,1.0,17.0,2007-08-27 08:34:00
2/3/2008,23:19:00,0.588,0.1,244.13,2.4,0.0,1.0,0.0,2008-03-02 23:19:00
1/11/2008,9:43:00,0.514,0.066,239.62,2.4,0.0,2.0,0.0,2008-11-01 09:43:00
20/9/2007,8:01:00,1.542,0.0,235.48,6.4,0.0,0.0,17.0,2007-09-20 08:01:00
17/5/2008,3:36:00,0.834,0.086,239.03,3.4,0.0,0.0,11.0,2008-05-17 03:36:00
17/5/2008,23:23:00,3.108,0.192,236.8,13.0,1.0,0.0,18.0,2008-05-17 23:23:00
3/10/2008,2:43:00,0.24,0.0,242.95,1.0,0.0,0.0,1.0,2008-10-03 02:43:00
21/1/2007,22:49:00,1.36,0.148,241.25,5.6,1.0,0.0,0.0,2007-01-21 22:49:00
4/2/2008,22:19:00,0.416,0.0,239.99,1.6,0.0,0.0,0.0,2008-02-04 22:19:00
1/8/2008,14:34:00,0.306,0.232,240.59,1.6,0.0,0.0,1.0,2008-08-01 14:34:00
20/3/2007,22:31:00,3.904,0.14,236.68,16.4,37.0,5.0,18.0,2007-03-20 22:31:00
1/9/2007,2:16:00,0.206,0.122,239.17,1.0,0.0,0.0,0.0,2007-09-01 02:16:00
27/3/2008,0:50:00,0.242,0.0,246.46,1.0,0.0,0.0,0.0,2008-03-27 00:50:00
24/3/2008,10:05:00,2.85,0.13,239.9,12.0,0.0,25.0,17.0,2008-03-24 10:05:00
23/8/2007,2:07:00,0.186,0.098,240.23,0.8,0.0,0.0,0.0,2007-08-23 02:07:00
30/10/2007,12:11:00,0.302,0.108,242.19,1.2,0.0,0.0,0.0,2007-10-30 12:11:00
14/3/2008,19:34:00,2.388,0.356,235.18,10.2,0.0,4.0,17.0,2008-03-14 19:34:00
29/1/2007,0:33:00,0.326,0.138,244.6,1.4,0.0,0.0,0.0,2007-01-29 00:33:00
12/4/2008,5:12:00,0.432,0.212,242.06,2.0,0.0,0.0,0.0,2008-04-12 05:12:00
14/3/2007,10:54:00,0.32,0.12,240.63,1.4,0.0,0.0,0.0,2007-03-14 10:54:00
24/5/2007,13:29:00,0.222,0.0,238.15,1.0,0.0,0.0,0.0,2007-05-24 13:29:00
14/2/2008,18:28:00,1.262,0.048,234.48,5.4,0.0,0.0,0.0,2008-02-14 18:28:00
17/6/2008,22:14:00,2.36,0.274,238.95,10.0,1.0,0.0,29.0,2008-06-17 22:14:00
6/9/2007,22:57:00,0.772,0.092,241.18,3.2,0.0,1.0,0.0,2007-09-06 22:57:00
1/4/2008,22:26:00,1.5,0.226,241.93,6.2,0.0,2.0,18.0,2008-04-01 22:26:00
11/5/2007,11:23:00,0.356,0.0,233.03,1.8,0.0,0.0,0.0,2007-05-11 11:23:00
15/5/2008,9:33:00,1.676,0.192,238.54,7.0,0.0,1.0,18.0,2008-05-15 09:33:00
7/4/2008,15:45:00,0.342,0.0,243.64,1.4,0.0,0.0,1.0,2008-04-07 15:45:00
8/9/2008,12:28:00,1.194,0.0,238.31,5.0,0.0,0.0,18.0,2008-09-08 12:28:00
8/9/2007,1:02:00,0.388,0.0,241.55,2.0,0.0,0.0,0.0,2007-09-08 01:02:00
18/12/2006,22:29:00,1.404,0.076,241.47,5.8,0.0,1.0,0.0,2006-12-18 22:29:00
22/11/2008,5:37:00,0.358,0.084,242.18,1.6,0.0,0.0,0.0,2008-11-22 05:37:00
10/4/2007,13:29:00,0.22,0.0,242.65,1.0,0.0,0.0,0.0,2007-04-10 13:29:00
20/3/2007,21:15:00,5.592,0.114,233.68,23.8,36.0,0.0,17.0,2007-03-20 21:15:00
13/4/2007,10:41:00,0.284,0.08,237.94,1.2,0.0,0.0,0.0,2007-04-13 10:41:00
17/9/2007,1:38:00,0.354,0.342,242.51,2.0,0.0,1.0,0.0,2007-09-17 01:38:00
2/7/2008,23:14:00,0.286,0.054,239.78,1.2,1.0,0.0,0.0,2008-07-02 23:14:00
17/7/2007,12:27:00,0.3,0.2,231.24,1.6,0.0,2.0,0.0,2007-07-17 12:27:00
15/1/2008,16:51:00,1.566,0.08,240.02,6.6,0.0,0.0,18.0,2008-01-15 16:51:00
3/3/2008,4:34:00,0.572,0.0,240.32,2.4,0.0,0.0,0.0,2008-03-03 04:34:00
31/10/2007,12:58:00,1.92,0.12,236.31,8.0,0.0,0.0,17.0,2007-10-31 12:58:00
29/11/2008,5:46:00,0.312,0.094,244.51,1.2,0.0,0.0,0.0,2008-11-29 05:46:00
17/11/2008,9:35:00,1.324,0.0,240.23,5.4,0.0,1.0,18.0,2008-11-17 09:35:00
5/1/2007,18:14:00,2.498,0.0,233.0,10.6,0.0,0.0,17.0,2007-01-05 18:14:00
23/4/2008,23:17:00,1.334,0.176,242.35,5.4,0.0,0.0,1.0,2008-04-23 23:17:00
24/2/2008,11:35:00,0.31,0.108,240.18,1.4,0.0,0.0,0.0,2008-02-24 11:35:00
29/6/2008,18:24:00,0.136,0.0,238.72,0.6,0.0,0.0,0.0,2008-06-29 18:24:00
5/2/2007,15:12:00,1.438,0.088,243.42,5.8,0.0,0.0,18.0,2007-02-05 15:12:00
20/12/2006,17:59:00,1.064,0.172,241.25,4.4,0.0,0.0,0.0,2006-12-20 17:59:00
26/1/2007,4:22:00,0.218,0.0,244.51,1.0,0.0,0.0,0.0,2007-01-26 04:22:00
13/7/2008,12:05:00,4.284,0.358,236.8,18.0,0.0,37.0,29.0,2008-07-13 12:05:00
20/8/2007,17:54:00,0.116,0.0,243.9,0.6,0.0,0.0,0.0,2007-08-20 17:54:00
13/7/2008,13:16:00,1.714,0.43,242.38,7.2,1.0,2.0,18.0,2008-07-13 13:16:00
15/5/2007,13:55:00,0.374,0.09,236.22,1.6,0.0,0.0,0.0,2007-05-15 13:55:00
23/1/2008,16:49:00,1.586,0.102,242.8,6.6,2.0,0.0,18.0,2008-01-23 16:49:00
1/4/2008,18:26:00,0.452,0.232,243.08,2.0,0.0,0.0,0.0,2008-04-01 18:26:00
4/5/2008,4:16:00,0.38,0.17,243.56,1.6,0.0,0.0,0.0,2008-05-04 04:16:00
10/11/2007,13:49:00,1.414,0.096,243.25,5.8,0.0,0.0,18.0,2007-11-10 13:49:00
12/10/2008,22:00:00,3.34,0.162,233.98,14.2,0.0,35.0,0.0,2008-10-12 22:00:00
30/3/2007,13:21:00,1.462,0.238,240.06,6.0,0.0,1.0,17.0,2007-03-30 13:21:00
15/5/2008,13:14:00,0.264,0.122,242.73,1.2,0.0,0.0,0.0,2008-05-15 13:14:00
23/7/2007,22:03:00,0.582,0.0,231.56,2.4,0.0,0.0,0.0,2007-07-23 22:03:00
4/9/2007,5:46:00,0.192,0.094,239.27,0.8,0.0,0.0,0.0,2007-09-04 05:46:00
2/7/2008,0:07:00,0.302,0.23,241.88,1.6,0.0,0.0,1.0,2008-07-02 00:07:00
7/9/2007,14:52:00,0.222,0.13,241.8,1.0,0.0,0.0,0.0,2007-09-07 14:52:00
5/2/2007,7:33:00,1.232,0.252,241.18,5.2,0.0,0.0,0.0,2007-02-05 07:33:00
30/1/2007,18:05:00,2.32,0.512,237.74,10.2,0.0,1.0,18.0,2007-01-30 18:05:00
30/9/2007,3:54:00,0.458,0.332,242.67,2.2,0.0,1.0,0.0,2007-09-30 03:54:00
3/11/2007,20:38:00,0.278,0.082,241.69,1.2,0.0,0.0,0.0,2007-11-03 20:38:00
26/10/2007,4:28:00,0.404,0.0,240.47,2.0,0.0,0.0,0.0,2007-10-26 04:28:00
18/5/2008,17:16:00,0.422,0.334,239.62,2.4,0.0,2.0,1.0,2008-05-18 17:16:00
12/5/2007,0:45:00,0.294,0.198,232.78,1.4,0.0,2.0,0.0,2007-05-12 00:45:00
3/4/2007,20:38:00,1.41,0.0,236.69,5.8,0.0,5.0,0.0,2007-04-03 20:38:00
4/8/2007,10:15:00,3.32,0.16,230.39,14.4,0.0,34.0,16.0,2007-08-04 10:15:00
21/4/2007,20:35:00,1.338,0.124,237.52,5.6,0.0,0.0,18.0,2007-04-21 20:35:00
15/10/2007,22:34:00,0.484,0.11,243.71,2.0,0.0,0.0,0.0,2007-10-15 22:34:00
11/12/2008,3:48:00,0.322,0.084,245.45,1.4,0.0,0.0,0.0,2008-12-11 03:48:00
11/5/2008,13:23:00,0.608,0.24,242.0,3.0,0.0,1.0,0.0,2008-05-11 13:23:00
31/5/2007,6:12:00,0.298,0.056,235.71,1.2,0.0,2.0,0.0,2007-05-31 06:12:00
5/8/2007,18:39:00,0.262,0.22,235.53,1.4,0.0,0.0,0.0,2007-08-05 18:39:00
4/9/2008,5:14:00,0.248,0.102,239.75,1.0,0.0,0.0,0.0,2008-09-04 05:14:00
14/10/2008,3:44:00,0.322,0.078,241.88,1.4,0.0,0.0,1.0,2008-10-14 03:44:00
21/7/2007,3:48:00,0.19,0.056,235.86,0.8,0.0,0.0,0.0,2007-07-21 03:48:00
22/5/2007,13:06:00,0.208,0.05,236.88,0.8,0.0,0.0,0.0,2007-05-22 13:06:00
17/9/2007,3:36:00,0.212,0.114,242.45,1.0,0.0,0.0,0.0,2007-09-17 03:36:00
8/12/2007,9:39:00,3.55,0.0,238.24,14.8,38.0,0.0,17.0,2007-12-08 09:39:00
12/1/2007,1:14:00,0.304,0.14,239.97,1.4,0.0,2.0,0.0,2007-01-12 01:14:00
28/3/2007,21:23:00,4.48,0.174,233.77,19.2,0.0,1.0,16.0,2007-03-28 21:23:00
16/3/2008,23:06:00,1.728,0.106,244.4,7.0,0.0,0.0,18.0,2008-03-16 23:06:00
24/6/2008,20:27:00,1.324,0.124,240.64,5.4,0.0,0.0,19.0,2008-06-24 20:27:00
20/4/2007,16:55:00,0.296,0.094,242.94,1.2,0.0,0.0,0.0,2007-04-20 16:55:00
13/3/2007,13:28:00,0.324,0.114,240.96,1.4,0.0,0.0,0.0,2007-03-13 13:28:00
5/6/2008,18:15:00,0.15,0.0,235.97,0.6,0.0,0.0,1.0,2008-06-05 18:15:00
3/8/2007,16:59:00,0.25,0.118,235.87,1.2,0.0,0.0,0.0,2007-08-03 16:59:00
24/8/2007,1:47:00,0.338,0.15,242.42,1.4,0.0,1.0,0.0,2007-08-24 01:47:00
27/11/2008,16:57:00,0.36,0.168,242.59,1.6,0.0,2.0,0.0,2008-11-27 16:57:00
18/7/2007,16:16:00,0.35,0.278,228.05,2.0,0.0,1.0,0.0,2007-07-18 16:16:00
25/9/2007,19:28:00,0.486,0.084,238.59,2.2,0.0,0.0,0.0,2007-09-25 19:28:00
12/8/2008,10:26:00,0.724,0.116,238.26,3.0,0.0,0.0,12.0,2008-08-12 10:26:00
13/11/2008,10:03:00,1.324,0.066,240.27,5.4,0.0,0.0,17.0,2008-11-13 10:03:00
6/4/2007,4:35:00,0.266,0.0,242.47,1.2,0.0,0.0,0.0,2007-04-06 04:35:00
15/7/2007,6:24:00,0.156,0.0,243.46,0.6,0.0,0.0,0.0,2007-07-15 06:24:00
23/10/2008,6:37:00,0.504,0.254,243.83,2.4,0.0,0.0,1.0,2008-10-23 06:37:00
28/2/2007,19:37:00,0.232,0.0,240.62,1.0,0.0,0.0,0.0,2007-02-28 19:37:00
15/6/2007,20:36:00,1.228,0.0,241.52,5.0,0.0,0.0,18.0,2007-06-15 20:36:00
12/8/2007,12:32:00,1.13,0.0,235.81,4.8,0.0,0.0,17.0,2007-08-12 12:32:00
13/10/2007,10:54:00,1.256,0.07,235.76,5.2,0.0,0.0,17.0,2007-10-13 10:54:00
23/12/2006,19:31:00,4.904,0.342,236.88,20.6,0.0,0.0,17.0,2006-12-23 19:31:00
2/4/2007,2:47:00,0.242,0.0,246.26,1.0,0.0,0.0,0.0,2007-04-02 02:47:00
16/10/2007,18:57:00,0.98,0.228,238.1,4.2,0.0,0.0,0.0,2007-10-16 18:57:00
4/2/2008,1:16:00,0.294,0.072,243.34,1.2,0.0,0.0,0.0,2008-02-04 01:16:00
11/8/2008,2:14:00,0.44,0.254,241.76,2.0,0.0,0.0,1.0,2008-08-11 02:14:00
24/1/2007,17:14:00,1.7,0.232,240.68,7.0,0.0,0.0,0.0,2007-01-24 17:14:00
21/7/2007,5:57:00,0.11,0.0,236.36,0.6,0.0,0.0,0.0,2007-07-21 05:57:00
5/9/2008,17:39:00,0.236,0.12,238.56,1.0,0.0,0.0,0.0,2008-09-05 17:39:00
26/11/2007,21:34:00,1.772,0.054,241.71,7.4,1.0,0.0,0.0,2007-11-26 21:34:00
20/1/2008,18:40:00,2.812,0.154,236.02,12.0,0.0,1.0,0.0,2008-01-20 18:40:00
16/12/2007,15:17:00,1.358,0.0,246.18,5.4,0.0,0.0,19.0,2007-12-16 15:17:00
26/4/2007,17:34:00,1.322,0.086,234.84,5.6,0.0,1.0,17.0,2007-04-26 17:34:00
5/3/2008,14:33:00,1.442,0.0,241.74,6.2,0.0,0.0,18.0,2008-03-05 14:33:00
17/12/2006,2:38:00,0.992,0.0,247.33,5.8,0.0,1.0,0.0,2006-12-17 02:38:00
23/5/2007,22:34:00,0.932,0.162,236.0,4.0,0.0,0.0,0.0,2007-05-23 22:34:00
29/9/2008,23:38:00,0.422,0.128,245.76,1.8,0.0,0.0,1.0,2008-09-29 23:38:00
27/6/2007,1:27:00,0.332,0.246,241.87,1.6,0.0,1.0,0.0,2007-06-27 01:27:00
4/4/2008,8:39:00,3.764,0.0,238.97,15.6,38.0,0.0,17.0,2008-04-04 08:39:00
17/7/2007,8:40:00,1.266,0.088,231.38,5.4,1.0,0.0,16.0,2007-07-17 08:40:00
14/7/2007,17:31:00,0.472,0.188,240.98,2.2,0.0,0.0,0.0,2007-07-14 17:31:00
7/8/2008,22:03:00,0.08,0.0,239.35,0.2,0.0,0.0,1.0,2008-08-07 22:03:00
22/8/2007,2:42:00,0.138,0.0,242.7,0.6,0.0,0.0,0.0,2007-08-22 02:42:00
11/1/2007,14:01:00,0.364,0.162,244.49,1.6,0.0,0.0,0.0,2007-01-11 14:01:00
25/11/2008,2:46:00,1.298,0.058,244.0,5.2,0.0,0.0,0.0,2008-11-25 02:46:00
10/2/2007,6:42:00,1.342,0.0,241.88,5.4,0.0,0.0,18.0,2007-02-10 06:42:00
1/5/2008,14:39:00,1.356,0.0,244.34,5.4,0.0,0.0,19.0,2008-05-01 14:39:00
12/2/2008,3:56:00,0.226,0.0,245.11,1.0,0.0,0.0,0.0,2008-02-12 03:56:00
9/11/2008,7:46:00,0.514,0.106,240.94,2.2,0.0,0.0,0.0,2008-11-09 07:46:00
12/7/2007,21:44:00,2.272,0.436,241.16,9.6,1.0,7.0,0.0,2007-07-12 21:44:00
1/5/2007,6:11:00,1.288,0.176,235.62,5.4,0.0,2.0,17.0,2007-05-01 06:11:00
2/4/2008,10:13:00,1.464,0.0,235.67,6.2,0.0,0.0,17.0,2008-04-02 10:13:00
11/6/2007,10:08:00,1.244,0.102,236.53,5.2,0.0,0.0,17.0,2007-06-11 10:08:00
23/8/2007,14:19:00,1.41,0.116,239.55,5.8,0.0,0.0,18.0,2007-08-23 14:19:00
18/5/2008,15:49:00,0.338,0.232,240.78,1.8,0.0,0.0,1.0,2008-05-18 15:49:00
19/9/2007,4:09:00,0.196,0.094,241.21,0.8,0.0,1.0,0.0,2007-09-19 04:09:00
22/12/2007,13:58:00,1.434,0.0,242.41,5.8,1.0,0.0,18.0,2007-12-22 13:58:00
26/6/2007,4:28:00,0.21,0.098,241.48,1.0,0.0,1.0,0.0,2007-06-26 04:28:00
8/8/2008,18:13:00,0.152,0.12,239.59,0.8,0.0,0.0,1.0,2008-08-08 18:13:00
9/8/2007,21:39:00,0.178,0.094,235.93,0.8,0.0,0.0,0.0,2007-08-09 21:39:00
21/12/2006,11:16:00,0.25,0.0,240.32,1.0,0.0,0.0,0.0,2006-12-21 11:16:00
3/2/2007,3:11:00,2.516,0.23,242.32,10.4,0.0,0.0,0.0,2007-02-03 03:11:00
18/11/2008,1:58:00,0.436,0.192,244.14,2.0,0.0,0.0,0.0,2008-11-18 01:58:00
10/6/2007,14:53:00,0.942,0.22,242.07,4.0,2.0,0.0,0.0,2007-06-10 14:53:00
18/11/2007,5:24:00,0.484,0.3,242.35,2.4,0.0,2.0,0.0,2007-11-18 05:24:00
9/7/2008,22:34:00,0.41,0.15,240.19,1.8,1.0,0.0,1.0,2008-07-09 22:34:00
5/3/2008,5:11:00,0.216,0.0,241.28,0.8,0.0,0.0,0.0,2008-03-05 05:11:00
20/5/2008,20:36:00,0.408,0.31,243.48,2.0,0.0,0.0,1.0,2008-05-20 20:36:00
18/2/2007,21:17:00,2.18,0.09,234.25,9.4,1.0,1.0,0.0,2007-02-18 21:17:00
10/1/2008,23:01:00,0.226,0.0,244.4,1.0,0.0,0.0,0.0,2008-01-10 23:01:00
8/7/2008,13:26:00,0.352,0.272,242.16,2.0,0.0,1.0,1.0,2008-07-08 13:26:00
5/11/2008,9:35:00,2.128,0.216,240.21,8.8,1.0,6.0,18.0,2008-11-05 09:35:00
5/1/2007,1:04:00,2.4,0.144,240.61,10.0,0.0,1.0,0.0,2007-01-05 01:04:00
15/12/2007,18:31:00,5.108,0.136,235.23,21.6,0.0,2.0,17.0,2007-12-15 18:31:00
30/12/2006,23:35:00,2.276,0.122,240.71,9.6,0.0,0.0,0.0,2006-12-30 23:35:00
24/6/2007,6:21:00,0.214,0.12,243.31,1.0,0.0,1.0,0.0,2007-06-24 06:21:00
20/2/2008,19:42:00,6.064,0.644,234.91,25.8,51.0,0.0,0.0,2008-02-20 19:42:00
25/8/2008,6:23:00,0.176,0.154,241.66,0.8,0.0,0.0,1.0,2008-08-25 06:23:00
30/5/2007,0:51:00,0.31,0.076,237.05,1.2,0.0,0.0,0.0,2007-05-30 00:51:00
28/7/2007,6:56:00,0.204,0.102,239.11,1.0,0.0,0.0,0.0,2007-07-28 06:56:00
12/5/2007,9:44:00,1.168,0.0,234.32,5.0,0.0,0.0,16.0,2007-05-12 09:44:00
19/3/2007,1:08:00,0.216,0.0,240.19,1.0,0.0,0.0,0.0,2007-03-19 01:08:00
5/3/2007,14:03:00,1.432,0.0,242.44,5.8,0.0,0.0,18.0,2007-03-05 14:03:00
